"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment"
"GO:0051704","GO:0051704","multi-organism process",86,0.697286027431765,2.49649463879987,0.000122774708410068,0.00175332208394853,0.00139229639168582,675,"tags=72%, list=21%, signal=59%","PF3D7_0711700/PF3D7_0800200/PF3D7_1240900/PF3D7_1150400/PF3D7_0800300/PF3D7_0100300/PF3D7_0424300/PF3D7_1200600/PF3D7_1240400/PF3D7_0632500/PF3D7_0712900/PF3D7_1300300/PF3D7_0315200/PF3D7_1335300/PF3D7_0412700/PF3D7_0102500/PF3D7_0600200/PF3D7_0600400/PF3D7_0809100/PF3D7_0425800/PF3D7_0731500/PF3D7_1436300/PF3D7_1301600/PF3D7_0629300/PF3D7_1371600/PF3D7_1240600/PF3D7_0201600/PF3D7_1038400/PF3D7_0421300/PF3D7_1337800/PF3D7_1035500/PF3D7_0302300/PF3D7_0712600/PF3D7_0712000/PF3D7_0712300/PF3D7_1100200/PF3D7_1116800/PF3D7_0400400/PF3D7_0209000/PF3D7_1116000/PF3D7_1335400/PF3D7_0300100/PF3D7_1028700/PF3D7_1243900/PF3D7_0712800/PF3D7_0302200/PF3D7_0424100/PF3D7_1149000/PF3D7_1133400/PF3D7_0617400/PF3D7_1105600/PF3D7_1335100/PF3D7_0423800/PF3D7_1216500/PF3D7_0930300/PF3D7_0214900/PF3D7_0424200/PF3D7_1200100/PF3D7_1035400/PF3D7_1322100/PF3D7_1252100/PF3D7_0911900"
"GO:0044419","GO:0044419","interspecies interaction between organisms",85,0.695287104382949,2.48588626267794,0.000122955858846674,0.00175332208394853,0.00139229639168582,675,"tags=72%, list=21%, signal=59%","PF3D7_0711700/PF3D7_0800200/PF3D7_1240900/PF3D7_1150400/PF3D7_0800300/PF3D7_0100300/PF3D7_0424300/PF3D7_1200600/PF3D7_1240400/PF3D7_0632500/PF3D7_0712900/PF3D7_1300300/PF3D7_0315200/PF3D7_1335300/PF3D7_0412700/PF3D7_0102500/PF3D7_0600200/PF3D7_0600400/PF3D7_0809100/PF3D7_0425800/PF3D7_0731500/PF3D7_1436300/PF3D7_1301600/PF3D7_0629300/PF3D7_1371600/PF3D7_1240600/PF3D7_0201600/PF3D7_0421300/PF3D7_1337800/PF3D7_1035500/PF3D7_0302300/PF3D7_0712600/PF3D7_0712000/PF3D7_0712300/PF3D7_1100200/PF3D7_1116800/PF3D7_0400400/PF3D7_0209000/PF3D7_1116000/PF3D7_1335400/PF3D7_0300100/PF3D7_1028700/PF3D7_1243900/PF3D7_0712800/PF3D7_0302200/PF3D7_0424100/PF3D7_1149000/PF3D7_1133400/PF3D7_0617400/PF3D7_1105600/PF3D7_1335100/PF3D7_0423800/PF3D7_1216500/PF3D7_0930300/PF3D7_0214900/PF3D7_0424200/PF3D7_1200100/PF3D7_1035400/PF3D7_1322100/PF3D7_1252100/PF3D7_0911900"
"GO:0044403","GO:0044403","symbiont process",70,0.683175100976589,2.37147791372374,0.000126742712294043,0.00175332208394853,0.00139229639168582,675,"tags=71%, list=21%, signal=58%","PF3D7_0711700/PF3D7_0800200/PF3D7_1150400/PF3D7_0800300/PF3D7_1200600/PF3D7_1240400/PF3D7_0632500/PF3D7_0712900/PF3D7_1300300/PF3D7_0315200/PF3D7_1335300/PF3D7_0412700/PF3D7_0102500/PF3D7_0600200/PF3D7_0809100/PF3D7_0425800/PF3D7_0731500/PF3D7_1436300/PF3D7_0629300/PF3D7_1240600/PF3D7_0201600/PF3D7_0421300/PF3D7_1337800/PF3D7_1035500/PF3D7_0712600/PF3D7_0712000/PF3D7_0712300/PF3D7_1100200/PF3D7_1116800/PF3D7_0400400/PF3D7_1116000/PF3D7_1335400/PF3D7_1028700/PF3D7_1243900/PF3D7_0712800/PF3D7_0302200/PF3D7_0424100/PF3D7_1133400/PF3D7_0617400/PF3D7_1105600/PF3D7_1335100/PF3D7_0423800/PF3D7_1216500/PF3D7_0214900/PF3D7_0424200/PF3D7_1200100/PF3D7_1035400/PF3D7_1322100/PF3D7_1252100/PF3D7_0911900"
"GO:0051701","GO:0051701","interaction with host",65,0.68487774477698,2.34281800482562,0.000128716694555284,0.00175332208394853,0.00139229639168582,675,"tags=72%, list=21%, signal=59%","PF3D7_0711700/PF3D7_0800200/PF3D7_1150400/PF3D7_0800300/PF3D7_1200600/PF3D7_1240400/PF3D7_0632500/PF3D7_0712900/PF3D7_1300300/PF3D7_0315200/PF3D7_1335300/PF3D7_0412700/PF3D7_0102500/PF3D7_0600200/PF3D7_0809100/PF3D7_0425800/PF3D7_0731500/PF3D7_1436300/PF3D7_0629300/PF3D7_1240600/PF3D7_0421300/PF3D7_1337800/PF3D7_1035500/PF3D7_0712600/PF3D7_0712000/PF3D7_0712300/PF3D7_1100200/PF3D7_1116800/PF3D7_0400400/PF3D7_1116000/PF3D7_1335400/PF3D7_1028700/PF3D7_1243900/PF3D7_0712800/PF3D7_0424100/PF3D7_1133400/PF3D7_0617400/PF3D7_1105600/PF3D7_1335100/PF3D7_0423800/PF3D7_1216500/PF3D7_0214900/PF3D7_0424200/PF3D7_1200100/PF3D7_1035400/PF3D7_1252100/PF3D7_0911900"
"GO:0009405","GO:0009405","pathogenesis",42,0.795081690131308,2.53680457841179,0.000134898151895319,0.00175332208394853,0.00139229639168582,505,"tags=83%, list=15%, signal=71%","PF3D7_0711700/PF3D7_0800200/PF3D7_1240900/PF3D7_1150400/PF3D7_0800300/PF3D7_0100300/PF3D7_0424300/PF3D7_1200600/PF3D7_1240400/PF3D7_0632500/PF3D7_0712900/PF3D7_1300300/PF3D7_0412700/PF3D7_0102500/PF3D7_0600200/PF3D7_0600400/PF3D7_0809100/PF3D7_0425800/PF3D7_0731500/PF3D7_1301600/PF3D7_1371600/PF3D7_1240600/PF3D7_0421300/PF3D7_0302300/PF3D7_0712600/PF3D7_0712000/PF3D7_0712300/PF3D7_1100200/PF3D7_0400400/PF3D7_0209000/PF3D7_0300100/PF3D7_0712800/PF3D7_1149000/PF3D7_1133400/PF3D7_0617400"
"GO:0022610","GO:0022610","biological adhesion",41,0.766293251935121,2.43240139373563,0.000135446295543817,0.00175332208394853,0.00139229639168582,245,"tags=56%, list=7%, signal=53%","PF3D7_0831300/PF3D7_0711700/PF3D7_0800200/PF3D7_1150400/PF3D7_0800300/PF3D7_1031600/PF3D7_1200600/PF3D7_1240400/PF3D7_0632500/PF3D7_0712900/PF3D7_1300300/PF3D7_0412700/PF3D7_0600200/PF3D7_0809100/PF3D7_0425800/PF3D7_1240600/PF3D7_0201600/PF3D7_0421300/PF3D7_0712600/PF3D7_0712000/PF3D7_0712300/PF3D7_1100200/PF3D7_0400400"
"GO:0007155","GO:0007155","cell adhesion",38,0.787303927096502,2.46274405830952,0.000137343771459964,0.00175332208394853,0.00139229639168582,245,"tags=58%, list=7%, signal=54%","PF3D7_0831300/PF3D7_0711700/PF3D7_0800200/PF3D7_1150400/PF3D7_0800300/PF3D7_1031600/PF3D7_1200600/PF3D7_1240400/PF3D7_0632500/PF3D7_0712900/PF3D7_1300300/PF3D7_0412700/PF3D7_0600200/PF3D7_0809100/PF3D7_0425800/PF3D7_1240600/PF3D7_0421300/PF3D7_0712600/PF3D7_0712000/PF3D7_0712300/PF3D7_1100200/PF3D7_0400400"
"GO:0009605","GO:0009605","response to external stimulus",33,0.732305943016118,2.23668769421729,0.000139586823003908,0.00175332208394853,0.00139229639168582,245,"tags=61%, list=7%, signal=57%","PF3D7_0711700/PF3D7_0800200/PF3D7_1150400/PF3D7_0800300/PF3D7_1200600/PF3D7_1240400/PF3D7_0632500/PF3D7_0712900/PF3D7_1300300/PF3D7_0412700/PF3D7_0600200/PF3D7_0809100/PF3D7_0425800/PF3D7_1240600/PF3D7_0421300/PF3D7_0712600/PF3D7_0712000/PF3D7_0712300/PF3D7_1100200/PF3D7_0400400"
"GO:0009607","GO:0009607","response to biotic stimulus",27,0.834145233743955,2.4458243228028,0.000142734798743934,0.00175332208394853,0.00139229639168582,245,"tags=74%, list=7%, signal=69%","PF3D7_0711700/PF3D7_0800200/PF3D7_1150400/PF3D7_0800300/PF3D7_1200600/PF3D7_1240400/PF3D7_0632500/PF3D7_0712900/PF3D7_1300300/PF3D7_0412700/PF3D7_0600200/PF3D7_0809100/PF3D7_0425800/PF3D7_1240600/PF3D7_0421300/PF3D7_0712600/PF3D7_0712000/PF3D7_0712300/PF3D7_1100200/PF3D7_0400400"
"GO:0020035","GO:0020035","cytoadherence to microvasculature, mediated by symbiont protein",27,0.821248201453649,2.40800851568487,0.000142734798743934,0.00175332208394853,0.00139229639168582,245,"tags=78%, list=7%, signal=73%","PF3D7_0711700/PF3D7_0800200/PF3D7_1150400/PF3D7_0800300/PF3D7_1200600/PF3D7_1240400/PF3D7_0632500/PF3D7_0712900/PF3D7_1300300/PF3D7_0412700/PF3D7_0600200/PF3D7_0809100/PF3D7_0425800/PF3D7_1240600/PF3D7_0201600/PF3D7_0421300/PF3D7_0712600/PF3D7_0712000/PF3D7_0712300/PF3D7_1100200/PF3D7_0400400"
